"ID","Nom_complet","year","Date_t1","Date_t","delta_time","death_year","delta_DBH","delta_H","Placette","TWI_mean","delta_Lum","dST_juv","dST_adult","dST_juv_mean","dST_adult_mean","Placette_C.L.","Indice_palmier_superposition_m2","Palm_coverage","DBHt1","DBHt","Statut_growth","Treatment"
"1.10.8.1","Symphonia sp. 1",1992,1992,1993,1,2016,0,0.3,"1.10.8",5.78290610843235,-0.0583652400239985,0,0.161372620542,0.148424160578392,21.737235333004,"1.10.8",90.5701678923779,90.5701678923779,15,15,0,"Natural_Forest"
"1.10.8.2","Virola michelii",1992,1992,1993,1,NA,0,0.0833333333333333,"1.10.8",5.78290610843235,-0.0553843525002569,0,0.161372620542,0.148424160578392,21.737235333004,"1.10.8",90.5701678923779,90.5701678923779,5,5,0,"Natural_Forest"
"1.10.8.3","Recordoxylon speciosum",1992,1992,1993,1,2005,0,0.198703110161443,"1.10.8",5.78290610843235,-0.00870315144233875,0,0.161372620542,0.148424160578392,21.737235333004,"1.10.8",90.5701678923779,90.5701678923779,15,15,0,"Natural_Forest"
"1.10.8.4","Qualea rosea",1992,1992,1993,1,2005,0,0.148998103525212,"1.10.8",5.78290610843235,-0.00870315144233875,0,0.161372620542,0.148424160578392,21.737235333004,"1.10.8",90.5701678923779,90.5701678923779,15,15,0,"Natural_Forest"
"1.10.8.5","Sterculia pruriens",1992,1992,1993,1,NA,0,0.346666666666667,"1.10.8",5.78290610843235,-0.0553843525002569,0,0.161372620542,0.148424160578392,21.737235333004,"1.10.8",90.5701678923779,90.5701678923779,15,15,0,"Natural_Forest"
"1.10.8.6","Virola michelii",1992,1992,1993,1,NA,0,0.1,"1.10.8",5.78290610843235,-0.0583652400239985,0,0.161372620542,0.148424160578392,21.737235333004,"1.10.8",90.5701678923779,90.5701678923779,5,5,0,"Natural_Forest"
"1.10.9.1","Symphonia sp. 1",1992,1992,1993,1,2005,0,0.115134598254053,"1.10.9",4.58197212219238,-0.00870315144233875,0,0.505900632518699,0.00390589896258926,24.4303924673871,"1.10.9",78.8199103207189,78.8199103207189,5,5,0,"Natural_Forest"
"1.3.10.1","Symphonia sp. 1",1992,1992,1993,1,NA,0,0.0666666666666667,"1.3.10",6.90372406111823,-0.210017521976736,0,0.421612003547096,0.00390589896258926,34.175915162238,"1.3.10",114.731413176768,114.731413176768,5,5,0,"Natural_Forest"
"1.3.3.1","Sterculia pruriens",1992,1992,1993,1,2002,0,0.159187271062271,"1.3.3",4.59338417920199,-0.00870315144233875,0,-1.0518770605819,0.796803388368209,28.4791436399088,"1.3.3",0,0,15,15,0,"Natural_Forest"
"1.3.3.2","Qualea rosea",1992,1992,1993,1,2002,0,0.148998103525212,"1.3.3",4.59338417920199,-0.00870315144233875,0,-1.0518770605819,0.796803388368209,28.4791436399088,"1.3.3",0,0,5,5,0,"Natural_Forest"
"1.3.3.3","Iryanthera hostmannii",1992,1992,1993,1,NA,0,0.05,"1.3.3",4.59338417920199,-0.0460511648391301,0,-1.0518770605819,0.796803388368209,28.4791436399088,"1.3.3",0,0,25,25,0,"Natural_Forest"
"1.3.3.4","Iryanthera sagotiana",1992,1992,1993,1,NA,0,0.166666666666667,"1.3.3",4.59338417920199,-0.0460511648391301,0,-1.0518770605819,0.796803388368209,28.4791436399088,"1.3.3",0,0,65,65,0,"Natural_Forest"
"1.3.4.1","Sterculia pruriens",1992,1992,1993,1,2008,0,0.159187271062271,"1.3.4",4.50259846448898,-0.00870315144233875,0.039058989625892,0.7135968201015,0.289036523231605,17.7221978531262,"1.3.4",28.783953011779,28.783953011779,15,15,0,"Natural_Forest"
"1.3.4.2","Iryanthera sagotiana",1992,1992,1993,1,2008,0,0.0856054352728913,"1.3.4",4.50259846448898,-0.00870315144233875,0.039058989625892,0.7135968201015,0.289036523231605,17.7221978531262,"1.3.4",28.783953011779,28.783953011779,5,5,0,"Natural_Forest"
"1.3.4.3","Iryanthera sagotiana",1992,1992,1993,1,2005,0,0.0856054352728913,"1.3.4",4.50259846448898,-0.00870315144233875,0.039058989625892,0.7135968201015,0.289036523231605,17.7221978531262,"1.3.4",28.783953011779,28.783953011779,15,15,0,"Natural_Forest"
"1.3.4.4","Virola michelii",1992,1992,1993,1,2002,0,0.128596614728251,"1.3.4",4.50259846448898,-0.00870315144233875,0.039058989625892,0.7135968201015,0.289036523231605,17.7221978531262,"1.3.4",28.783953011779,28.783953011779,5,5,0,"Natural_Forest"
"1.3.4.6","Iryanthera hostmannii",1992,1992,1993,1,NA,0,0.0833333333333332,"1.3.4",4.50259846448898,0.0185540283841203,0.039058989625892,0.7135968201015,0.289036523231605,17.7221978531262,"1.3.4",28.783953011779,28.783953011779,35,35,0,"Natural_Forest"
"1.3.5.1","Qualea rosea",1992,1992,1993,1,2013,0,0.148998103525212,"1.3.5",5.18143529891968,0.517581232622659,0.035153090663303,0.358585497843599,0.529249309430845,21.1206302403389,"1.3.5",0,0,45,45,0,"Natural_Forest"
"1.3.5.2","Carapa surinamensis",1992,1992,1993,1,2002,0,0.258734729493892,"1.3.5",5.18143529891968,-0.00870315144233875,0.035153090663303,0.358585497843599,0.529249309430845,21.1206302403389,"1.3.5",0,0,35,35,0,"Natural_Forest"
"1.3.5.3","Qualea rosea",1992,1992,1993,1,NA,0,0.11,"1.3.5",5.18143529891968,0.346751323692613,0.035153090663303,0.358585497843599,0.529249309430845,21.1206302403389,"1.3.5",0,0,5,5,0,"Natural_Forest"
"1.3.6.2","Qualea rosea",1992,1992,1993,1,2002,0,0.148998103525212,"1.3.6",5.48913272221883,-0.00870315144233875,0.035153090663304,0.686269855583497,0.220683291386293,20.0439344703498,"1.3.6",24.1660317179982,24.1660317179982,5,5,0,"Natural_Forest"
"1.3.6.3","Qualea rosea",1992,1992,1993,1,2013,10,0.148998103525212,"1.3.6",5.48913272221883,0,0.035153090663304,0.686269855583497,0.220683291386293,20.0439344703498,"1.3.6",24.1660317179982,24.1660317179982,5,15,1,"Natural_Forest"
"1.3.6.4","Qualea rosea",1992,1992,1993,1,NA,0,0.05,"1.3.6",5.48913272221883,0.0483177508959604,0.035153090663304,0.686269855583497,0.220683291386293,20.0439344703498,"1.3.6",24.1660317179982,24.1660317179982,5,5,0,"Natural_Forest"
"1.3.6.6","Carapa surinamensis",1992,1992,1993,1,NA,0,0.416666666666667,"1.3.6",5.48913272221883,0.0483177508959604,0.035153090663304,0.686269855583497,0.220683291386293,20.0439344703498,"1.3.6",24.1660317179982,24.1660317179982,35,35,0,"Natural_Forest"
"1.3.7.1","Recordoxylon speciosum",1992,1992,1993,1,1995,0,0.198703110161443,"1.3.7",12.1200122833252,-0.00870315144233875,0,-1.0307134382157,0.0351530906633033,15.394262714857,"1.3.7",38.0358013813821,38.0358013813821,15,15,0,"Natural_Forest"
"1.3.8.1","Symphonia globulifera",1992,1992,1993,1,NA,0,0.08,"1.3.8",8.65633487701416,-0.0715511365486518,0,0.532327017361602,0.0351530906633033,31.769369268418,"1.3.8",62.1360885230934,62.1360885230934,15,15,0,"Natural_Forest"
"1.3.9.1","Iryanthera hostmannii",1992,1992,1993,1,NA,0,0.0166666666666666,"1.3.9",5.60759353637695,-0.18797745787185,0,0.490815922959801,0.00390589896258926,32.1436023381175,"1.3.9",8.52716220224284,8.52716220224284,5,5,0,"Natural_Forest"
"1.4.10.1","Iryanthera hostmannii",1992,1992,1993,1,NA,0,0,"1.4.10",10.0662488937378,-0.0803402688485638,0.156235958503571,0.381676923576997,0.503860966174015,33.7258082549067,"1.4.10",40.3956922499228,40.3956922499228,15,15,0,"Natural_Forest"
"1.4.10.2","Iryanthera hostmannii",1992,1992,1993,1,NA,0,0.0166666666666666,"1.4.10",10.0662488937378,-0.0803402688485638,0.156235958503571,0.381676923576997,0.503860966174015,33.7258082549067,"1.4.10",40.3956922499228,40.3956922499228,15,15,0,"Natural_Forest"
"1.4.10.3","Symphonia sp. 1",1992,1992,1993,1,NA,0,0.04,"1.4.10",10.0662488937378,-0.0803402688485638,0.156235958503571,0.381676923576997,0.503860966174015,33.7258082549067,"1.4.10",40.3956922499228,40.3956922499228,15,15,0,"Natural_Forest"
"1.4.10.4","Iryanthera hostmannii",1992,1992,1993,1,NA,10,0.5,"1.4.10",10.0662488937378,-0.0803402688485638,0.156235958503571,0.381676923576997,0.503860966174015,33.7258082549067,"1.4.10",40.3956922499228,40.3956922499228,45,55,1,"Natural_Forest"
"1.4.10.5","Symphonia globulifera",1992,1992,1993,1,NA,0,0.05,"1.4.10",10.0662488937378,-0.0803402688485638,0.156235958503571,0.381676923576997,0.503860966174015,33.7258082549067,"1.4.10",40.3956922499228,40.3956922499228,5,5,0,"Natural_Forest"
"1.4.3.1","Iryanthera sagotiana",1992,1992,1993,1,2002,0,0.0856054352728913,"1.4.3",4.73009843826294,-0.00870315144233875,0.035153090663303,0.358092993333798,0.150377110059687,37.7437726187288,"1.4.3",15.9355594120097,15.9355594120097,25,25,0,"Natural_Forest"
"1.4.3.2","Iryanthera hostmannii",1992,1992,1993,1,2008,0,0.0589988442822384,"1.4.3",4.73009843826294,-0.00870315144233875,0.035153090663303,0.358092993333798,0.150377110059687,37.7437726187288,"1.4.3",15.9355594120097,15.9355594120097,15,15,0,"Natural_Forest"
"1.4.4.1","Iryanthera hostmannii",1992,1992,1993,1,NA,0,0.0589988442822384,"1.4.4",4.77225235530308,-0.00870315144233875,0.0039058989625893,0.768644752745402,0.0410119391071872,20.1965123675017,"1.4.4",0,0,15,15,0,"Natural_Forest"
"1.4.4.2","Iryanthera sagotiana",1992,1992,1993,1,2002,0,0.0856054352728913,"1.4.4",4.77225235530308,-0.00870315144233875,0.0039058989625893,0.768644752745402,0.0410119391071872,20.1965123675017,"1.4.4",0,0,5,5,0,"Natural_Forest"
"1.4.5.1","Virola michelii",1992,1992,1993,1,2013,0,0.128596614728251,"1.4.5",4.71883471806844,0.204795530811095,0.0351530906633033,0.580508029982401,0.0605414339201335,25.4831261340271,"1.4.5",2.0086255167007,2.0086255167007,5,5,0,"Natural_Forest"
"1.4.5.2","Iryanthera sagotiana",1992,1992,1993,1,NA,0,0.166666666666667,"1.4.5",4.71883471806844,0.0257406500126155,0.0351530906633033,0.580508029982401,0.0605414339201335,25.4831261340271,"1.4.5",2.0086255167007,2.0086255167007,15,15,0,"Natural_Forest"
"1.4.5.3","Symphonia sp. 1",1992,1992,1993,1,NA,0,0.176666666666667,"1.4.5",4.71883471806844,0.0257406500126155,0.0351530906633033,0.580508029982401,0.0605414339201335,25.4831261340271,"1.4.5",2.0086255167007,2.0086255167007,5,5,0,"Natural_Forest"
"1.4.6.1","Iryanthera sagotiana",1992,1992,1993,1,NA,0,0.05,"1.4.6",4.53207330703735,0.047806416720838,0.10155337302732,-0.3227170979691,0.285130624269016,26.5458664369405,"1.4.6",19.2483686309861,19.2483686309861,25,25,0,"Natural_Forest"
"1.4.6.2","Iryanthera sagotiana",1992,1992,1993,1,NA,0,0.0666666666666667,"1.4.6",4.53207330703735,0.047806416720838,0.10155337302732,-0.3227170979691,0.285130624269016,26.5458664369405,"1.4.6",19.2483686309861,19.2483686309861,25,25,0,"Natural_Forest"
"1.4.6.3","Iryanthera hostmannii",1992,1992,1993,1,2008,0,0.0589988442822384,"1.4.6",4.53207330703735,-0.00870315144233875,0.10155337302732,-0.3227170979691,0.285130624269016,26.5458664369405,"1.4.6",19.2483686309861,19.2483686309861,5,5,0,"Natural_Forest"
"1.4.6.4","Iryanthera sagotiana",1992,1992,1993,1,NA,0,0.233333333333333,"1.4.6",4.53207330703735,0.047806416720838,0.10155337302732,-0.3227170979691,0.285130624269016,26.5458664369405,"1.4.6",19.2483686309861,19.2483686309861,15,15,0,"Natural_Forest"
"1.4.7.1","Iryanthera hostmannii",1992,1992,1993,1,2008,0,0.0589988442822384,"1.4.7",5.70707893371582,-0.00870315144233875,0.0039058989625893,-0.241777499664501,0.0410119391071872,18.0696949637194,"1.4.7",35.2821747035559,35.2821747035559,15,15,0,"Natural_Forest"
"1.4.7.2","Iryanthera hostmannii",1992,1992,1993,1,2016,0,0.0589988442822384,"1.4.7",5.70707893371582,-0.00870315144233875,0.0039058989625893,-0.241777499664501,0.0410119391071872,18.0696949637194,"1.4.7",35.2821747035559,35.2821747035559,5,5,0,"Natural_Forest"
"1.4.9.2","Symphonia globulifera",1992,1992,1993,1,NA,0,0.0666666666666667,"1.4.9",10.2901906967163,0.0105020391085051,0,0.609214007127999,0.00390589896258926,21.3167930276678,"1.4.9",19.8266107969393,19.8266107969393,5,5,0,"Natural_Forest"
"1.5.3.1","Bocoa prouacensis",1992,1992,1993,1,NA,0,0.0333333333333334,"1.5.3",4.70971115430196,0.164333442999394,0.035153090663304,0.340503546553499,0.189436099685579,47.8001729549211,"1.5.3",13.3933139661749,13.3933139661749,25,25,0,"Natural_Forest"
"1.5.3.2","Vouacapoua americana",1992,1992,1993,1,NA,0,0.05,"1.5.3",4.70971115430196,0.164333442999394,0.035153090663304,0.340503546553499,0.189436099685579,47.8001729549211,"1.5.3",13.3933139661749,13.3933139661749,5,5,0,"Natural_Forest"
"1.5.3.3","Bocoa prouacensis",1992,1992,1993,1,NA,0,0.101318697123519,"1.5.3",4.70971115430196,1.52660573762692,0.035153090663304,0.340503546553499,0.189436099685579,47.8001729549211,"1.5.3",13.3933139661749,13.3933139661749,15,15,0,"Natural_Forest"
"1.5.3.4","Bocoa prouacensis",1992,1992,1993,1,NA,0,0.0666666666666667,"1.5.3",4.70971115430196,0.164333442999394,0.035153090663304,0.340503546553499,0.189436099685579,47.8001729549211,"1.5.3",13.3933139661749,13.3933139661749,15,15,0,"Natural_Forest"
"1.5.4.1","Iryanthera sagotiana",1992,1992,1993,1,2013,10,0.0856054352728913,"1.5.4",4.40569579601288,1.21653058323237,1.22254637529044,0.444773787067504,1.12294595174441,39.2388755950616,"1.5.4",8.13566476826963,8.13566476826963,5,15,1,"Natural_Forest"
"1.5.4.10","Bocoa prouacensis",1992,1992,1993,1,NA,10,0,"1.5.4",4.40569579601288,0.160972514176557,1.22254637529044,0.444773787067504,1.12294595174441,39.2388755950616,"1.5.4",8.13566476826963,8.13566476826963,15,25,1,"Natural_Forest"
"1.5.4.11","Bocoa prouacensis",1992,1992,1993,1,NA,0,0.101318697123519,"1.5.4",4.40569579601288,0.242433287135841,1.22254637529044,0.444773787067504,1.12294595174441,39.2388755950616,"1.5.4",8.13566476826963,8.13566476826963,15,15,0,"Natural_Forest"
"1.5.4.2","Iryanthera sagotiana",1992,1992,1993,1,NA,0,0,"1.5.4",4.40569579601288,0.160972514176557,1.22254637529044,0.444773787067504,1.12294595174441,39.2388755950616,"1.5.4",8.13566476826963,8.13566476826963,15,15,0,"Natural_Forest"
"1.5.4.3","Iryanthera sagotiana",1992,1992,1993,1,NA,0,0.06,"1.5.4",4.40569579601288,0.160972514176557,1.22254637529044,0.444773787067504,1.12294595174441,39.2388755950616,"1.5.4",8.13566476826963,8.13566476826963,25,25,0,"Natural_Forest"
"1.5.4.4","Bocoa prouacensis",1992,1992,1993,1,NA,0,0.0333333333333334,"1.5.4",4.40569579601288,0.160972514176557,1.22254637529044,0.444773787067504,1.12294595174441,39.2388755950616,"1.5.4",8.13566476826963,8.13566476826963,15,15,0,"Natural_Forest"
"1.5.4.5","Iryanthera sagotiana",1992,1992,1993,1,2005,0,0.0856054352728913,"1.5.4",4.40569579601288,-0.00870315144233875,1.22254637529044,0.444773787067504,1.12294595174441,39.2388755950616,"1.5.4",8.13566476826963,8.13566476826963,35,35,0,"Natural_Forest"
"1.5.4.6","Iryanthera sagotiana",1992,1992,1993,1,NA,0,0,"1.5.4",4.40569579601288,0.160972514176557,1.22254637529044,0.444773787067504,1.12294595174441,39.2388755950616,"1.5.4",8.13566476826963,8.13566476826963,15,15,0,"Natural_Forest"
"1.5.4.7","Iryanthera sagotiana",1992,1992,1993,1,2008,0,0.0856054352728913,"1.5.4",4.40569579601288,-0.00870315144233875,1.22254637529044,0.444773787067504,1.12294595174441,39.2388755950616,"1.5.4",8.13566476826963,8.13566476826963,15,15,0,"Natural_Forest"
"1.5.4.8","Bocoa prouacensis",1992,1992,1993,1,NA,0,0.101318697123519,"1.5.4",4.40569579601288,-0.00870315144233875,1.22254637529044,0.444773787067504,1.12294595174441,39.2388755950616,"1.5.4",8.13566476826963,8.13566476826963,5,5,0,"Natural_Forest"
"1.5.4.9","Bocoa prouacensis",1992,1992,1993,1,NA,0,0.101318697123519,"1.5.4",4.40569579601288,-0.00870315144233875,1.22254637529044,0.444773787067504,1.12294595174441,39.2388755950616,"1.5.4",8.13566476826963,8.13566476826963,5,5,0,"Natural_Forest"
"1.5.5.1","Iryanthera sagotiana",1992,1992,1993,1,NA,0,0,"1.5.5",4.82630467414856,0.252471430381348,0,0.438779303604797,0.195294948129463,34.4417708556002,"1.5.5",10.275357564271,10.275357564271,25,25,0,"Natural_Forest"
"1.5.5.2","Iryanthera sagotiana",1992,1992,1993,1,2008,0,0.0856054352728913,"1.5.5",4.82630467414856,-0.00870315144233875,0,0.438779303604797,0.195294948129463,34.4417708556002,"1.5.5",10.275357564271,10.275357564271,25,25,0,"Natural_Forest"
"1.5.7.1","Iryanthera hostmannii",1992,1992,1993,1,NA,0,0,"1.5.7",6.23754942417145,-0.0429897888213916,0.0039058989625893,-0.069316491872101,0.037106040144598,28.3979929682428,"1.5.7",27.7062672515294,27.7062672515294,15,15,0,"Natural_Forest"
"1.6.4.1","Iryanthera sagotiana",1992,1992,1993,1,2002,0,0.0856054352728913,"1.6.4",4.61605911988478,-0.00870315144233875,0,0.454764592838799,0.0976474740647315,37.0159775971862,"1.6.4",55.5130425278266,55.5130425278266,25,25,0,"Natural_Forest"
"1.6.5.1","Symphonia sp. 1",1992,1992,1993,1,2002,0,0.115134598254053,"1.6.5",5.97030429840088,-0.00870315144233875,0,0.362004886297697,0.289036523231605,35.8759563008985,"1.6.5",18.9368061043351,18.9368061043351,25,25,0,"Natural_Forest"
"1.6.5.2","Iryanthera sagotiana",1992,1992,1993,1,NA,0,0.383333333333333,"1.6.5",5.97030429840088,0.323923210615104,0,0.362004886297697,0.289036523231605,35.8759563008985,"1.6.5",18.9368061043351,18.9368061043351,35,35,0,"Natural_Forest"
"1.6.6.1","Bocoa prouacensis",1992,1992,1993,1,NA,0,0.0333333333333333,"1.6.6",5.31303131580353,0.341089621804012,0,-0.1869828550542,0.0742120802891959,18.5612566792228,"1.6.6",44.5716862881257,44.5716862881257,5,5,0,"Natural_Forest"
"1.6.6.2","Qualea rosea",1992,1992,1993,1,2016,0,0.16,"1.6.6",5.31303131580353,0.451795565939697,0,-0.1869828550542,0.0742120802891959,18.5612566792228,"1.6.6",44.5716862881257,44.5716862881257,15,15,0,"Natural_Forest"
"1.6.6.3","Iryanthera sagotiana",1992,1992,1993,1,NA,0,0.09,"1.6.6",5.31303131580353,0.341089621804012,0,-0.1869828550542,0.0742120802891959,18.5612566792228,"1.6.6",44.5716862881257,44.5716862881257,15,15,0,"Natural_Forest"
"1.6.9.1","Iryanthera hostmannii",1992,1992,1993,1,NA,0,0.05,"1.6.9",5.87805700302124,-0.096036948887074,0,-2.3797536484842,0.0390589896258926,24.0411855016434,"1.6.9",0,0,5,5,0,"Natural_Forest"
"1.6.9.2","Symphonia sp. 1",1992,1992,1993,1,NA,0,0,"1.6.9",5.87805700302124,-0.096036948887074,0,-2.3797536484842,0.0390589896258926,24.0411855016434,"1.6.9",0,0,15,15,0,"Natural_Forest"
"1.7.10.1","Sterculia pruriens",1992,1992,1993,1,NA,0,0.2,"1.7.10",10.4870484670003,0.130751631136142,0.66009692467759,-5.0516328290969,0.802662236812095,32.0469025954976,"1.7.10",256.079467405517,256.079467405517,55,55,0,"Natural_Forest"
"1.7.4.1","Iryanthera sagotiana",1992,1992,1993,1,NA,0,0.333333333333333,"1.7.4",4.4082202911377,0.0175089583661561,0,0.360794732359203,0.976474740647315,36.4202652494068,"1.7.4",81.7096194194619,81.7096194194619,45,45,0,"Natural_Forest"
"1.7.4.2","Iryanthera sagotiana",1992,1992,1993,1,NA,0,0.716666666666667,"1.7.4",4.4082202911377,0.0175089583661561,0,0.360794732359203,0.976474740647315,36.4202652494068,"1.7.4",81.7096194194619,81.7096194194619,65,65,0,"Natural_Forest"
"1.7.5.1","Bocoa prouacensis",1992,1992,1993,1,NA,0,0.45,"1.7.5",4.14384645223618,0.132193732515191,0,0.0869059386524995,0.26169523049348,41.7722976863978,"1.7.5",12.8514994507495,12.8514994507495,15,15,0,"Natural_Forest"
"1.7.5.2","Iryanthera sagotiana",1992,1992,1993,1,NA,0,0.6,"1.7.5",4.14384645223618,0.132193732515191,0,0.0869059386524995,0.26169523049348,41.7722976863978,"1.7.5",12.8514994507495,12.8514994507495,15,15,0,"Natural_Forest"
"1.7.5.3","Iryanthera sagotiana",1992,1992,1993,1,NA,0,0.336666666666667,"1.7.5",4.14384645223618,0.132193732515191,0,0.0869059386524995,0.26169523049348,41.7722976863978,"1.7.5",12.8514994507495,12.8514994507495,35,35,0,"Natural_Forest"
"1.7.6.1","Iryanthera sagotiana",1992,1992,1993,1,2002,0,0.0856054352728913,"1.7.6",4.53849210739136,-0.00870315144233875,0.316377815969725,-0.289212719741805,1.02920437664227,42.6160405821721,"1.7.6",21.9747458236234,21.9747458236234,15,15,0,"Natural_Forest"
"1.7.6.2","Iryanthera sagotiana",1992,1992,1993,1,NA,0,0.0166666666666666,"1.7.6",4.53849210739136,0.0323540915651031,0.316377815969725,-0.289212719741805,1.02920437664227,42.6160405821721,"1.7.6",21.9747458236234,21.9747458236234,15,15,0,"Natural_Forest"
"1.7.6.3","Iryanthera sagotiana",1992,1992,1993,1,NA,0,0,"1.7.6",4.53849210739136,0.0323540915651031,0.316377815969725,-0.289212719741805,1.02920437664227,42.6160405821721,"1.7.6",21.9747458236234,21.9747458236234,15,15,0,"Natural_Forest"
"1.7.6.4","Iryanthera sagotiana",1992,1992,1993,1,NA,0,0.7,"1.7.6",4.53849210739136,0.0323540915651031,0.316377815969725,-0.289212719741805,1.02920437664227,42.6160405821721,"1.7.6",21.9747458236234,21.9747458236234,25,25,0,"Natural_Forest"
"1.7.6.5","Iryanthera sagotiana",1992,1992,1993,1,NA,0,0.0666666666666667,"1.7.6",4.53849210739136,0.0323540915651031,0.316377815969725,-0.289212719741805,1.02920437664227,42.6160405821721,"1.7.6",21.9747458236234,21.9747458236234,5,5,0,"Natural_Forest"
"1.7.6.6","Iryanthera sagotiana",1992,1992,1993,1,NA,0,0.2,"1.7.6",4.53849210739136,0.0323540915651031,0.316377815969725,-0.289212719741805,1.02920437664227,42.6160405821721,"1.7.6",21.9747458236234,21.9747458236234,35,35,0,"Natural_Forest"
"1.7.6.7","Iryanthera sagotiana",1992,1992,1993,1,NA,0,0.283333333333333,"1.7.6",4.53849210739136,0.0323540915651031,0.316377815969725,-0.289212719741805,1.02920437664227,42.6160405821721,"1.7.6",21.9747458236234,21.9747458236234,55,55,0,"Natural_Forest"
"1.7.7.1","Iryanthera hostmannii",1992,1992,1993,1,2013,0,0.0589988442822384,"1.7.7",4.34317684173584,0.153128032923711,0,0.188981016208501,0.00781179792517852,49.0326654908227,"1.7.7",51.6967383023148,51.6967383023148,5,5,0,"Natural_Forest"
"1.7.7.2","Virola michelii",1992,1992,1993,1,2016,0,0.02,"1.7.7",4.34317684173584,-0.0141910597154804,0,0.188981016208501,0.00781179792517852,49.0326654908227,"1.7.7",51.6967383023148,51.6967383023148,5,5,0,"Natural_Forest"
"1.7.9.1","Sterculia pruriens",1992,1992,1993,1,2013,0,0.159187271062271,"1.7.9",4.19461727142334,0.02067513345039,0,0.550563755783401,0.0976474740647315,29.2416672651747,"1.7.9",99.6277057073529,99.6277057073529,25,25,0,"Natural_Forest"
"1.8.4.1","Iryanthera sagotiana",1992,1992,1993,1,NA,0,0.0333333333333333,"1.8.4",4.63412094116211,-0.0209668329539265,0,0.291168666223797,0.00390589896258926,32.601619219666,"1.8.4",40.3923470049815,40.3923470049815,5,5,0,"Natural_Forest"
"1.8.5.1","Iryanthera sagotiana",1992,1992,1993,1,NA,0,0.0333333333333332,"1.8.5",4.36791682243347,0.0277663586005367,0.00390589896258997,-0.292167746800899,0.880780216063878,26.5397628989077,"1.8.5",14.4101593251425,14.4101593251425,75,75,0,"Natural_Forest"
"1.8.6.1","Eperua grandiflora",1992,1992,1993,1,NA,0,0.216666666666667,"1.8.6",4.53610615730286,0.00916289061141825,0.097647474064731,-0.271369984927802,0.439413633291291,38.1236923565724,"1.8.6",12.8966826942114,12.8966826942114,35,35,0,"Natural_Forest"
